epoch,train_acc,val_acc,train_loss,val_loss,time
0,1.9785655399835118,2.051282051282051,468245.01042254607,1.0169690750083145,18.464155673980713
1,2.0060456169277274,2.051282051282051,1.05848754393427,1.0118169541261635,36.60133123397827
2,1.483924154987634,1.4743589743589742,1.004475268355587,1.0085797784279804,54.57814145088196
3,1.3465237702665567,1.3461538461538463,1.0121091112755893,1.006118791443961,72.94889426231384
4,1.621324539708711,1.6666666666666667,1.0039923760974616,1.0088455153971303,90.54623007774353
5,1.5388843088760649,1.5384615384615385,1.021252297518546,0.964209780401113,107.76260328292847
6,1.428964001099203,1.4102564102564104,1.0088808505158675,0.964962147936529,125.10917615890503
7,1.621324539708711,1.6666666666666667,1.0063718494616056,0.9631861557765883,142.30043125152588
8,1.483924154987634,1.4743589743589742,1.0045639611127084,0.9671164288812754,159.61916613578796
9,1.5114042319318495,1.5384615384615385,11518.1667715264,0.9660419432484374,177.25679087638855
10,2.0060456169277274,2.051282051282051,1.00933603184265,0.9655303845600206,194.38775634765625
11,1.483924154987634,1.4743589743589742,1.011065285456808,0.9643812021430658,211.78766775131226
12,1.428964001099203,1.4743589743589742,1.0057115946945392,0.9657848878782622,229.41702556610107
13,2.0060456169277274,2.051282051282051,1.0073086206327404,0.9639973457978697,247.3244616985321
14,1.5114042319318495,1.5384615384615385,1.0087036145360846,0.9648038002909446,265.3190264701843
15,1.428964001099203,1.4102564102564104,1.009167903870867,0.9659415373996812,283.7474467754364
16,1.621324539708711,1.6666666666666667,1.0053148196454633,0.9681900034145433,302.0387234687805
