epoch,train_acc,val_acc,train_loss,val_loss,time
0,4.973893926902996,5.32051282051282,5.773396094640096,3.9337496708850472,12.403027772903442
1,9.040945314646882,8.58974358974359,3.761934654754505,3.637065571181628,25.81166386604309
2,9.315746084089035,7.179487179487179,3.5841886850825526,3.6410469619595274,38.87235164642334
3,11.926353393789503,11.73076923076923,3.4304712132403723,3.350455868000887,52.94522166252136
4,14.866721626820556,14.23076923076923,3.3642494615755583,3.2937284294439824,66.37444067001343
5,13.959879087661445,11.923076923076923,3.248717414705377,3.4207775738774515,79.77840447425842
6,15.416323165704865,14.23076923076923,3.1738428693068657,3.2851574274958395,93.74979305267334
7,15.965924704589174,14.935897435897436,3.096232589922453,3.295125586645944,107.00449275970459
8,19.071173399285517,15.448717948717949,3.0269348788679693,3.218135118484497,120.36596870422363
9,22.093981863149217,18.653846153846153,2.9757862404773108,3.029638718585579,133.60248923301697
10,22.25886232481451,19.67948717948718,2.9337551029104936,3.027031742796606,147.07467317581177
11,19.23605386095081,16.153846153846153,2.9047245707428244,3.2448627608163014,160.3317747116089
12,22.25886232481451,18.71794871794872,2.8231684283206335,3.245312739391716,174.01476097106934
13,25.089310250068703,20.128205128205128,2.787933671683596,3.0478237940340627,187.36629152297974
14,25.41907117339929,20.64102564102564,2.7655832788400483,3.0108213035427793,201.25298833847046
15,27.974718329211324,22.94871794871795,2.7182697789710866,2.9851511205945696,214.97689652442932
16,28.991481176147293,23.717948717948715,2.676355330567611,2.8977578513476314,228.32046556472778
17,30.860126408353945,23.78205128205128,2.6332977821952417,2.934316635131836,241.27703523635864
18,32.70129156361638,26.410256410256412,2.6083452241462575,2.825855094559339,254.26367378234863
19,26.29843363561418,21.08974358974359,2.5416061198502256,3.337169345544309,267.42557644844055
20,33.827974718329216,26.21794871794872,2.512192255572269,2.882523848085987,280.46889424324036
21,33.93789502610608,26.346153846153847,2.50129455014279,2.8482601691265494,293.39320135116577
22,22.643583402033528,18.78205128205128,2.4525921313386214,3.3721377703608297,306.4247691631317
23,35.614179719703216,27.371794871794876,2.394342913962247,2.861067027461772,319.74874567985535
24,30.33800494641385,21.794871794871796,2.3663434679048105,3.0859716814391467,332.74385166168213
25,31.986809563066775,26.346153846153847,2.3482799049009357,3.0239856048506133,346.1864655017853
26,30.008244023083265,23.01282051282051,2.321048516976206,3.1494651667925777,359.3127906322479
27,37.455344874965654,26.346153846153847,2.3128951421955177,2.933966081969592,372.8656256198883
