epoch,train_acc,val_acc,train_loss,val_loss,time
0,11.981313547677933,9.807692307692308,4.334385524716294,3.744464343907882,7.121938943862915
1,19.318494091783457,17.371794871794872,3.666615684827169,3.2214473364304523,14.194830417633057
2,29.12888156086837,24.871794871794872,3.2333170886625324,2.856097630092076,21.288654088974
3,36.21874141247596,32.17948717948718,2.9109354730237995,2.6102834915628237,28.37309765815735
4,44.76504534212696,35.833333333333336,2.5764444961882473,2.3677428498560067,35.448288440704346
5,48.55729596042869,38.52564102564103,2.3304476800717806,2.237163789418279,42.54251527786255
6,56.086837043143724,42.756410256410255,2.1232585394591617,2.067732429017826,49.64456248283386
7,58.23028304479253,42.11538461538461,1.9052106999514395,2.0890826814028682,56.75945734977722
8,62.32481450948063,44.03846153846154,1.728303937535537,2.01366672223928,63.90097093582153
9,66.58422643583401,48.46153846153846,1.5583392465323733,1.892651798773785,71.03449726104736
10,66.7216268205551,46.282051282051285,1.4360770070761966,2.006261431441015,78.11948251724243
11,74.49848859576807,52.371794871794876,1.341034079852857,1.765504357766132,85.22246384620667
12,75.32289090409454,51.34615384615384,1.2293906881098162,1.884208740020285,92.34259033203125
13,79.41742236878262,51.858974358974365,1.1148634673210613,1.837262643843281,99.45876431465149
14,78.26325913712559,50.256410256410255,1.000981320153203,1.9221186820341616,106.59823822975159
15,80.81890629293763,53.46153846153846,0.9519191049692923,1.799873766850452,113.74557948112488
16,82.96235229458642,52.94871794871795,0.8487497868767956,1.8322201918582528,120.83910989761353
17,87.27672437482825,54.03846153846153,0.7693072578363251,1.7848448424923176,127.94398593902588
18,86.78208298983238,53.07692307692308,0.7201317365755114,1.9146658182144165,135.03949522972107
19,87.68892552899148,53.58974358974359,0.6738388642930148,1.9005832015251627,142.14319324493408
20,86.89200329760924,52.307692307692314,0.5969226675336821,1.9277895932294884,149.25812101364136
