epoch,train_acc,val_acc,train_loss,val_loss,time
0,12.00879362462215,12.307692307692308,4.040270679875424,3.6859543372173698,17.63889503479004
1,21.544380324264907,20.064102564102566,3.5093463533803035,3.1633698696992836,35.03314566612244
2,26.463314097279472,24.935897435897438,3.0707141077309323,2.8311242522025597,52.42758822441101
3,31.684528716680404,31.602564102564102,2.726516131769147,2.6559790348520083,69.79729175567627
4,39.04918933773015,34.166666666666664,2.467602338707238,2.360533512368494,87.27305746078491
5,46.468810112668315,41.98717948717949,2.2226396433094093,2.031006263226879,105.09888243675232
6,41.357515801044244,38.01282051282051,2.060243735187932,2.2005005296395748,122.97370076179504
7,54.13575158010443,49.358974358974365,1.8899967890036733,1.7818278950087878,140.95151138305664
8,46.963451497664195,42.30769230769231,1.7460864740505553,1.9311286770567602,158.94455814361572
9,57.87304204451772,51.92307692307693,1.5740526506775303,1.681045145404582,177.13683557510376
10,55.921956581478426,51.153846153846146,1.5347428771487452,1.675126272804883,195.23558282852173
11,61.17065127782357,53.58974358974359,1.412573304092675,1.6083428251500032,213.31433367729187
12,65.73234405056334,56.34615384615385,1.332299381494522,1.5024840612800754,231.6017291545868
13,70.23907666941469,59.166666666666664,1.2646467748441195,1.3629382398663734,249.9396939277649
14,73.78400659521847,64.8076923076923,1.200764904942429,1.2077226517151813,268.1994276046753
15,70.12915636163781,60.192307692307686,1.1419375235574287,1.3790019799251945,286.5554099082947
16,76.00989282769991,65.51282051282051,1.0722740930423402,1.187613229362332,304.9017548561096
17,69.96427589997252,59.93589743589743,1.021235676188218,1.352289896838519,323.21261525154114
18,71.31079967023908,61.346153846153854,0.9481407377803535,1.3530368099407273,341.55070304870605
19,75.1030502885408,62.30769230769231,0.9072999786912349,1.2940631302035586,359.97637963294983
20,78.12585875240451,63.717948717948715,0.8646818619025382,1.2350452286856515,378.67530274391174
21,75.07557021159658,62.11538461538461,0.8388500969138062,1.3060374162635024,397.1670753955841
22,83.2646331409728,67.88461538461539,0.7777022081508971,1.0775291944036678,415.6503846645355
23,83.70431437208025,67.5,0.69882997112316,1.106613739412658,434.0957233905792
24,80.29678483099752,66.34615384615384,0.7111602336691137,1.2579070694592533,452.4337463378906
25,81.6707886782083,65.76923076923077,0.6734514508331031,1.1789356020032142,470.70901703834534
26,84.22643583402034,68.65384615384616,0.6208645659580565,1.1092448149408614,489.06318497657776
27,86.42484198955756,69.67948717948718,0.6142651985088984,1.0581425750742153,507.30346274375916
28,84.8859576806815,67.75641025641026,0.5911772193615896,1.1266714297995275,525.629105091095
29,86.3149216817807,69.2948717948718,0.5398482779661814,1.0991561650013437,544.0729005336761
30,78.67546029128881,62.43589743589744,0.536367425008824,1.3625468100820268,562.4393842220306
31,82.05550975542731,66.92307692307692,0.5176609689206407,1.2359540876077146,580.950334072113
32,92.82769991755977,75.06410256410257,0.4382962809320082,0.9320656201060937,599.6014213562012
33,91.42621599340478,73.14102564102564,0.4200876104204278,0.9584309379665219,618.0930895805359
34,90.87661445452048,71.08974358974359,0.4067705553351787,1.0417761760098594,636.5770533084869
35,90.46441330035724,71.08974358974359,0.41280317764010344,1.052856448961764,655.1741819381714
36,91.70101676284693,72.24358974358974,0.38601954856462645,0.996789673153235,673.7294309139252
37,93.239901071723,72.3076923076923,0.3918970123979083,1.0055913353452877,692.2310998439789
38,91.20637537785106,71.85897435897436,0.3684422641731145,1.053406158272101,710.6962666511536
39,94.33910414949162,74.48717948717949,0.33181060157846987,0.9542972579294321,729.1732029914856
40,94.75130530365486,74.93589743589743,0.31400986800068303,0.9647691553952743,747.6751887798309
41,92.71777960978291,73.26923076923076,0.3062641103016703,1.0399338061712227,766.2133276462555
