epoch,train_acc,val_acc,train_loss,val_loss,time
0,89.70871118439132,84.42307692307692,0.2605321900755331,0.01950461819900998,35.730499505996704
1,95.2184666117065,89.67948717948718,0.020987080507092998,0.010937000467734203,71.74069142341614
2,96.4413300357241,89.87179487179488,0.009584663458843972,0.00938259268733251,107.63193392753601
3,98.0214344600165,91.53846153846153,0.005920914614910214,0.007923974391406791,143.80984497070312
4,98.20005496015389,92.05128205128204,0.004084000678307308,0.007806997820770615,179.73313093185425
5,98.7496564990382,92.94871794871796,0.003004183696827897,0.006801798136973735,215.75526404380798
6,99.05193734542456,92.6923076923077,0.0023118939325845883,0.007192759315237671,251.52309823036194
7,99.42291838417148,93.65384615384616,0.001909297463483372,0.006192490598986834,287.44837045669556
8,99.21681780708987,91.98717948717949,0.0017444580142672258,0.008205801722601326,323.32598209381104
9,98.66721626820555,92.24358974358975,0.002018860617592189,0.007819248132104153,359.3646364212036
10,97.26573234405056,90.25641025641026,0.0020794642729914823,0.009134138281482667,395.0882558822632
